0.000000000000000000e+00, 5.000000000000000278e-02
1.000000000000000021e-02, 1.002246543488890251e-01
2.000000000000000042e-02, 1.508986020391890337e-01
2.999999999999999889e-02, 2.020218122219523960e-01
4.000000000000000083e-02, 2.535942537758422155e-01
5.000000000000000278e-02, 3.056158953072079520e-01
5.999999999999999778e-02, 3.580867051501617770e-01
7.000000000000000666e-02, 4.110040680524169598e-01
8.000000000000000167e-02, 4.643610955276291641e-01
8.999999999999999667e-02, 5.181493594503161493e-01
1.000000000000000056e-01, 5.723607236951551158e-01
1.100000000000000006e-01, 6.269873281869204895e-01
1.199999999999999956e-01, 6.820215741466837400e-01
1.300000000000000044e-01, 7.374561104212404850e-01
1.400000000000000133e-01, 7.932838207955281717e-01
1.499999999999999944e-01, 8.494978121989127384e-01
1.600000000000000033e-01, 9.060914037259117926e-01
1.700000000000000122e-01, 9.630581164003884087e-01
1.799999999999999933e-01, 1.020391663619668154e+00
1.900000000000000022e-01, 1.078085942221551852e+00
2.000000000000000111e-01, 1.136135024122939541e+00
2.099999999999999922e-01, 1.194533148483851948e+00
2.200000000000000011e-01, 1.253274714355124608e+00
2.300000000000000100e-01, 1.312354273772031732e+00
2.399999999999999911e-01, 1.371766525259637381e+00
2.500000000000000000e-01, 1.431506307718825699e+00
2.600000000000000089e-01, 1.491568594664778535e+00
2.700000000000000178e-01, 1.551948488792185277e+00
2.800000000000000266e-01, 1.612641216843730518e+00
2.899999999999999800e-01, 1.673642124760429395e+00
2.999999999999999889e-01, 1.734946673094204472e+00
3.099999999999999978e-01, 1.796550432664738794e+00
3.200000000000000067e-01, 1.858449080444124490e+00
3.300000000000000155e-01, 1.920638395654163944e+00
3.400000000000000244e-01, 1.983114256062393332e+00
3.500000000000000333e-01, 2.045872634463998363e+00
3.599999999999999867e-01, 2.108909595337792098e+00
3.699999999999999956e-01, 2.172221291665329623e+00
3.800000000000000044e-01, 2.235803961903062742e+00
3.900000000000000133e-01, 2.299653927098191275e+00
4.000000000000000222e-01, 2.363767588139554121e+00
4.100000000000000311e-01, 2.428141423135538712e+00
4.199999999999999845e-01, 2.492771984911549499e+00
4.299999999999999933e-01, 2.557655898620120549e+00
4.400000000000000022e-01, 2.622789859457225869e+00
4.500000000000000111e-01, 2.688170630478798895e+00
4.600000000000000200e-01, 2.753795040511866965e+00
4.700000000000000289e-01, 2.819659982155096500e+00
4.799999999999999822e-01, 2.885762409863882549e+00
4.899999999999999911e-01, 2.952099338115438343e+00
5.000000000000000000e-01, 3.018667839649634477e+00
5.100000000000000089e-01, 3.085465043781612238e+00
5.200000000000000178e-01, 3.152488134782448270e+00
5.300000000000000266e-01, 3.219734350324375161e+00
5.400000000000000355e-01, 3.287200979987287219e+00
5.500000000000000444e-01, 3.354885363823457478e+00
5.600000000000000533e-01, 3.422784890977575767e+00
5.700000000000000622e-01, 3.490896998359396708e+00
5.799999999999999600e-01, 3.559219169366442337e+00
5.899999999999999689e-01, 3.627748932654356828e+00
5.999999999999999778e-01, 3.696483860952649803e+00
6.099999999999999867e-01, 3.765421569923692147e+00
6.199999999999999956e-01, 3.834559717062956175e+00
6.300000000000000044e-01, 3.903896000638595432e+00
6.400000000000000133e-01, 3.973428158668575794e+00
6.500000000000000222e-01, 4.043153967933660553e+00
6.600000000000000311e-01, 4.113071243024647217e+00
6.700000000000000400e-01, 4.183177835422341673e+00
6.800000000000000488e-01, 4.253471632608837538e+00
6.900000000000000577e-01, 4.323950557208737777e+00
7.000000000000000666e-01, 4.394612566159033840e+00
7.099999999999999645e-01, 4.465455649906425073e+00
7.199999999999999734e-01, 4.536477831630917557e+00
7.299999999999999822e-01, 4.607677166494605459e+00
7.399999999999999911e-01, 4.679051740914593971e+00
7.500000000000000000e-01, 4.750599671859071726e+00
7.600000000000000089e-01, 4.822319106165592117e+00
7.700000000000000178e-01, 4.894208219880668231e+00
7.800000000000000266e-01, 4.966265217619834083e+00
7.900000000000000355e-01, 5.038488331947355903e+00
8.000000000000000444e-01, 5.110875822774827881e+00
8.100000000000000533e-01, 5.183425976777914279e+00
8.200000000000000622e-01, 5.256137106830540695e+00
8.300000000000000711e-01, 5.329007551455866576e+00
8.399999999999999689e-01, 5.402035674293401257e+00
8.499999999999999778e-01, 5.475219863581657798e+00
8.599999999999999867e-01, 5.548558531655764625e+00
8.699999999999999956e-01, 5.622050114459485215e+00
8.800000000000000044e-01, 5.695693071071110225e+00
8.900000000000000133e-01, 5.769485883242722934e+00
9.000000000000000222e-01, 5.843427054952354815e+00
9.100000000000000311e-01, 5.917515111968568498e+00
9.200000000000000400e-01, 5.991748601427024923e+00
9.300000000000000488e-01, 6.066126091418615474e+00
9.400000000000000577e-01, 6.140646170588753172e+00
9.500000000000000666e-01, 6.215307447747435710e+00
9.599999999999999645e-01, 6.290108551489707267e+00
9.699999999999999734e-01, 6.365048129826169188e+00
